front,back
"Where must a player leaving the game proceed?

<i>Rule 1 | Section 12 | Article 2b</i>","A player leaving the game shall proceed directly to the sideline on which their bench is located, and then to the team bench in the out-of-bounds area."
"When do sideline officials stop observing for possible substitutes?

<i>Rule 1 | Section 12 | Article 2c</i>",Sideline officials stop observing for possible substitutes and raise their arms to shoulder level as soon as Team A breaks its huddle.
"What is considered illegal regarding the use of substitution proceedings to deceive an opponent?

<i>Rule 1 | Section 12 | Article 2d</i>","The use of substitution proceedings, or alleged substitution proceedings, to deceive the opponent is illegal, specifically if a ""sleeper play"" occurs on the subsequent play after one or more Team A players or substitutes legally enter or leave the field."
"How is a ""sleeper play"" defined?

<i>Rule 1 | Section 12 | Article 2d</i>","A ""sleeper play"" is defined as a pass play or kick play designed to deceive the opponent, which occurs when an A player remains at the sideline adjacent to their team bench area, often with the ball on the opposite side of the field, and Team A lines up quickly, snaps the ball, and throws a forward pass or lateral to the remote A player."
"What is the penalty for using substitution proceedings to deceive an opponent with a sleeper play for Team A?

<i>Rule 1 | Section 12 | Article 2d Penalty</i>","Team A 1.2D –L10 DR, 3D DG –L10 DR, 3D DNG-LB, PBD."
"Under what condition must a substitute who enters the field remain for the subsequent play?

<i>Rule 1 | Section 12 | Article 2e</i>",A substitute who enters the field to the extent to be able to communicate with a teammate must remain on the field for the subsequent play.
"What is the penalty for a substitute who enters the field, communicates, but does not remain for the subsequent play?

<i>Rule 1 | Section 12 | Article 2e Penalty</i>","Team A 1.2D – L10 DR, 3D DG-L10 DR, 3D DNG-LB PBD. Team B L10."
"What is the maximum number of players and/or substitutes a team is allowed to have on the field during a play?

<i>Rule 1 | Section 12 | Article 3</i>",It is illegal for a team to have more than 12 players and/or substitutes on the field during a play.
"What is the penalty for a team having more than 12 players and/or substitutes on the field during a play?

<i>Rule 1 | Section 12 | Article 3 Penalty</i>","Team A 1.2D-L10 DR, 3D DG-L10 DR, 3D DNG-LB PBD. Team B L10."
"Who is responsible for fielding the correct number of players?

<i>Rule 1 | Section 12 | Article 3 Note</i>","Coaches, not officials, are responsible for fielding the correct number of players."
"Who are the only people legally allowed on the sidelines during a game?

<i>Rule 1 | Section 13 | Article 1</i>","During the game, the only persons who may legally occupy any position on the sidelines are: the field officials, the Downbox Official, the Yardstick Officials, the Time Keeper, and the Scorer."
"Who is allowed in the team bench area during a game?

<i>Rule 1 | Section 13 | Article 1</i>","During the game, the team bench area may be occupied only by substitute players, and other authorized non-playing personnel of the team, consisting of coaches, doctors, trainers, and equipment personnel."
"What are the dimensions for the team bench area's location and enclosure?

<i>Rule 1 | Section 13 | Article 1</i>","The team bench area shall be located a minimum of 5 yards (5 metres) and a maximum of 10 yards (10 metres) from the sideline. The area shall be enclosed by a line 4 inches (10 cm) wide, which is located at least 2 yards (2 metres) minimum, and 5 yards (5 metres) optimum from the sideline, and a line at each end of the bench 5 yards (5 metres) from the end."
"What is the penalty for occupants of the team bench encroaching on the sidelines or playing field?

<i>Rule 1 | Section 13 | Article 1</i>","Penalty: L10, no option, from point where the ball would have been put in play if no foul had occurred."
"When is a conference between coaches and players at the sideline legal?

<i>Rule 1 | Section 13 | Article 2</i>","During an official time out, a conference at the sideline between coaches and players of each team is legal. A similar conference is legal whenever the clock is stopped and a significant time delay occurs, e.g. a measurement, injury, TV commercial, etc."
"What is the penalty if an unauthorized person acting to the advantage of the team in possession interferes with play, and a score would have been made?

<i>Rule 1 | Section 13 | Article 3</i>","If it is obvious to the Referee that a score (such as a rouge or safety touch) would have been made, then the score will be awarded."
"What is the penalty if an unauthorized person acting to the advantage of the team in possession interferes with play, and a score would NOT have been made?

<i>Rule 1 | Section 13 | Article 3</i>","If it is not obvious that a score would have been made, the penalty is L10 PBH (Loss of 10 yards from the Point Behind the Ball)."
"What is the penalty if an unauthorized person acting to the advantage of the team not in possession interferes with play and it's obvious a touchdown would have been scored, or if the unauthorized person is a substitute, coach, trainer or other occupant of the team bench?

<i>Rule 1 | Section 13 | Article 3</i>",A touchdown shall be awarded.
"What is the penalty if an unauthorized person (not a substitute, coach, trainer, or other occupant of the team bench) interferes with a forward pass in the Field of Play, acting to the advantage of the team not in possession?

<i>Rule 1 | Section 13 | Article 3</i>",Half the distance to the goal line from PF (Point of Foul).
"What is the penalty if an unauthorized person (not a substitute, coach, trainer, or other occupant of the team bench) interferes with a forward pass in the End zone against Team A, acting to the advantage of the team not in possession?

<i>Rule 1 | Section 13 | Article 3</i>",Award the ball to Team A at the 1 yard (1 metre) line (unless a touchdown is awarded).
"What is the penalty if an unauthorized person touches or kicks a loose ball and it is obvious a score would have been made?

<i>Rule 1 | Section 13 | Article 3</i>",The score will be awarded.
"What is the penalty if an unauthorized person who is a substitute, coach, trainer, or other occupant of the team bench touches or kicks a loose ball?

<i>Rule 1 | Section 13 | Article 3</i>",The team will be penalized half the distance to their goal line from PF (Point of Foul).
"What is the penalty if an unauthorized person who is a substitute, coach, trainer, or other occupant of a team bench interferes with a player or a loose ball?

<i>Rule 1 | Section 13 | Article 3</i>",Disqualification from further participation in any capacity.
"Under what conditions can personnel enter the field during a stoppage in play?

<i>Rule 1 | Section 13 | Article 5</i>","During a stoppage in play for injury, or other reason, personnel of each team shall be allowed to enter the field with the Referee’s permission."
"What activities are personnel allowed to undertake when entering the field during a stoppage for injury or other reasons?

<i>Rule 1 | Section 13 | Article 5</i>","Such personnel may attend to the injured player or bring water to the players on the field, but shall not undertake any coaching activities."
"If a player leaves the game due to an injury, for how many plays are they required to be off the field?

<i>Rule 1 | Section 13 | Article 5</i>","When play has been stopped for a player injury, that player shall be required to leave the game for at least three plays."
"If a player leaves the game due to equipment repair, for how many plays are they required to be off the field?

<i>Rule 1 | Section 13 | Article 5</i>","When play has been stopped for equipment repair, that player shall be required to leave the game for at least one play."
"What is the penalty if a player who was required to leave the game for injury or equipment repair does not do so?

<i>Rule 1 | Section 13 | Article 5</i>","L10, no option."
"What is the subject of Rule 2?

<i>Rule 2 | Officials</i>",Officials
"What are the designated roles of field officials for a 7-official crew?

<i>Rule 2 | Section 1 | Article 1</i>","Referee (R), Umpire (U), Field Judge (FJ), Back Umpire (BU), Back Judge (BJ), Down Judge (DJ), Line Judge (LJ), and Side Judge (SJ)."
"What are the designated roles of field officials for a 5-official crew?

<i>Rule 2 | Section 1 | Article 1</i>","Referee (R), Umpire (U), Back Judge (BJ), Down Judge (DJ), Line Judge (LJ), and Side Judge (SJ)."
"What are the designated roles of field officials for a 3-official crew?

<i>Rule 2 | Section 1 | Article 1</i>","Referee (R), Umpire (U), Line Judge (LJ), and Side Judge (SJ)."
"How many officials may be designated per game, as specified by the governing authority?

<i>Rule 2 | Section 1 | Article 1</i>",The number of officials per game may be from 1 to 7.
"Who are the designated sideline officials?

<i>Rule 2 | Section 1 | Article 2</i>","Downbox Official, Yardstick Official (2 or 3), Timekeeper, and Scorer."
"How is the number of officials per game determined?

<i>Rule 2 | Section 1 | Article 3</i>","The number of officials per game shall be in accordance with the recommendations of the local, provincial, or national officials’ associations."
"Where are the responsibilities, positioning, and mechanics of officials covered?

<i>Rule 2 | Section 1 | Article 3</i>","Responsibilities, positioning, and mechanics are covered in the CFOA/Football Canada Officials’ Training Manual."
"What is the primary responsibility of all field officials in a game?

<i>Rule 2 | Section 2 | Article 1</i>",All field officials are equally responsible for the orderly conduct of the game and the enforcement of the rules.
"What action must field officials take if they recognize a player showing signs consistent with a concussion?

<i>Rule 2 | Section 2 | Article 1</i>","All field officials, upon recognizing any player who shows signs, symptoms, or behaviors consistent with a concussion, shall report their concerns through the Referee to the head coach or appropriate health-care professional."
"What equipment must each field official have?

<i>Rule 2 | Section 2 | Article 2</i>","Each field official shall be equipped with a whistle and a ""red"" coloured marker."
"What is the effect of sounding a whistle when the ball is in play?

<i>Rule 2 | Section 2 | Article 3</i>","The sounding of a whistle when the ball is in play shall cause the ball to be ruled dead, and shall stop the game."
"When should the whistle NOT be sounded in the event of an injury?

<i>Rule 2 | Section 2 | Article 3</i>",The whistle should not be sounded in the event of injury until the ball is dead.
"What signal indicates an infraction, and when does play stop after this signal?

<i>Rule 2 | Section 2 | Article 4</i>","The throwing of the marker shall indicate an infraction, but play shall continue until the sounding of a whistle."
"What signal does the Referee use to indicate that the ball is ready for play and that ""time is in""?

<i>Rule 2 | Section 2 | Article 5</i>","The Referee shall sound the whistle to indicate that the ball is ready for play, and shall signal that ""time is in"" by a downward sweep of the arm from the overhead position."
"Who should mark the out-of-bounds spot when the ball goes out of bounds?

<i>Rule 2 | Section 2 | Article 6</i>",The nearest official should mark the out-of-bounds spot when the ball goes out of bounds.
"When a foul is called, when should the official report it to the Referee?

<i>Rule 2 | Section 2 | Article 8</i>","When a foul is called, the official shall report it to the Referee immediately if the ball is dead, or if the ball is alive, as soon as it is dead."
"What actions will the Referee take after a foul has been reported to them?

<i>Rule 2 | Section 2 | Article 9</i>","When a foul has been reported to the Referee, the Referee will indicate the number of the player who committed the foul, give the penalty signal, assess the penalty, and signal that the ball is again ready for play."
"What is the official's responsibility regarding forward progress once the ball has been whistled dead?

<i>Rule 2 | Section 2 | Article 10</i>","When the ball has been whistled dead, the appropriate official shall mark the spot of forward progress of the ball, which will be the point of the subsequent play."
"What is the Referee's primary responsibility during a game?

<i>Rule 2 | Section 3: Referee (R) | Article 1</i>","The Referee shall take primary charge of the game, and shall guide and direct the work of the other officials."
"When can the Referee overrule another official's decision?

<i>Rule 2 | Section 3: Referee (R) | Article 1</i>",The Referee may overrule any other official.
"What is the Referee's role concerning game balls before the game?

<i>Rule 2 | Section 3: Referee (R) | Article 1</i>","The Referee shall test the game balls 30 minutes before the game, and the Referee’s decision shall be final as to the suitability of the balls."
"What action must the Referee take regarding field markings or ground rules before a game?

<i>Rule 2 | Section 3: Referee (R) | Article 2</i>","The Referee shall report any irregularities in field markings, or ground rules, to the captains before the game, and review these with the other officials before the game."
"What must the Referee explain to the non-offending captain when a foul is called?

<i>Rule 2 | Section 3: Referee (R) | Article 3</i>","When a foul is called, the Referee shall explain to the non-offending captain the application of the penalty, or any option to which the captain is entitled if they refuse the penalty."
"Who is responsible for keeping count of the downs?

<i>Rule 2 | Section 3: Referee (R) | Article 4</i>","The Referee shall keep count of the downs, subject to a check with the Down Judge."
"Who serves as the sole communication link between officials and team captains or coaches?

<i>Rule 2 | Section 3: Referee (R) | Article 5</i>",The Referee shall be the sole means of communication between the officials and the team captains or coaches.
"How are 3-minute warnings in each half communicated?

<i>Rule 2 | Section 3: Referee (R) | Article 6</i>","The Referee shall be notified by the Down Judge or Line Judge, when 3 minutes of play remains in each half. The Referee shall notify the captains, and the nearest official shall notify the coaches of each team."
"How does the Referee indicate the end of playing time in each period?

<i>Rule 2 | Section 3: Referee (R) | Article 7</i>","The Referee shall indicate that playing time has ended in each period, by sounding the whistle and signaling to the Timer."
"What action does the Referee take regarding the half time interval?

<i>Rule 2 | Section 3: Referee (R) | Article 8</i>",The Referee shall have the captains of each team warned when 3 minutes remains in the half time interval.
"What is the Referee's primary responsibility regarding Team A's actions?

<i>Rule 2 | Section 3: Referee (R) | Article 9</i>","The Referee shall take primary charge of Team A, and shall take a position behind Team A. The Referee is responsible to determine if the ball is put into play legally, cover the action of the passer and the kicker and their opponents."
"Who is responsible for marking the out-of-bounds spot when a ball goes out of bounds in flight?

<i>Rule 2 | Section 3: Referee (R) | Article 9</i>",The Referee shall be responsible for marking the out-of-bounds spot when a ball goes out of bounds in flight.
"What is the primary jurisdiction of the Umpire?

<i>Rule 2 | Section 4: Umpire (U) | Article 1</i>",The Umpire shall have primary jurisdiction over the actions of players of both teams on the line of scrimmage.
"Where does the Umpire position themselves?

<i>Rule 2 | Section 4: Umpire (U) | Article 1</i>",The Umpire shall take a position behind the defensive line of Team B.
"What are the Umpire's responsibilities regarding linebackers?

<i>Rule 2 | Section 4: Umpire (U) | Article 2</i>",The Umpire shall supervise the linebackers and their use of hands on eligible pass receivers of Team A.
"What types of passes and kicks does the Umpire cover?

<i>Rule 2 | Section 4: Umpire (U) | Article 2</i>",The Umpire shall cover short forward passes and short kicks over the centre of the line.
"What is the Umpire's role regarding Team A's ineligible receivers on the line of scrimmage?

<i>Rule 2 | Section 4: Umpire (U) | Article 2</i>",The Umpire shall check that Team A ineligible receivers on the line of scrimmage do not proceed downfield before a forward pass is thrown.
"How does the Umpire assist with crack-back blocking?

<i>Rule 2 | Section 4: Umpire (U) | Article 2</i>",The Umpire shall assist in coverage of crack-back blocking in the restricted area.
"What is the primary jurisdictional area of the Back Umpire?

<i>Rule 2 | Section 5 – Back Umpire (BU) | Article 1</i>",The Back Umpire has primary jurisdiction over the actions of players of both teams behind the Team B line.
"Where should the Back Umpire position themselves according to Article 1?

<i>Rule 2 | Section 5 – Back Umpire (BU) | Article 1</i>",The Back Umpire should take a position behind the deepest Team B player.
"What type of passes and kicks is the Back Umpire responsible for covering?

<i>Rule 2 | Section 5 – Back Umpire (BU) | Article 2</i>",The Back Umpire shall cover long passes in the centre of the field and kicks downfield.
"Under what condition does the Back Umpire rule on field goal attempts?

<i>Rule 2 | Section 5 – Back Umpire (BU) | Article 2</i>","The Back Umpire shall rule field goal attempts successful or not, specifically from outside the 10 yard (metre) line."
"What are the duties of the Back Judge?

<i>Rule 2 | Section 6: Back Judge (BJ)</i>",The duties of the Back Judge shall be identical with those of the Back Umpire.
"What are the Down Judge's primary responsibilities regarding the line of scrimmage and neutral zone?

<i>Rule 2 | Section 7: Down Judge (DJ) | Article 1</i>","The Down Judge shall be responsible for the general supervision of the line of scrimmage, the neutral zone, and the actions of the end and flankers on his/her side of the field."
"Where does the Down Judge position themselves at the start of a play?

<i>Rule 2 | Section 7: Down Judge (DJ) | Article 1</i>",The Down Judge shall take up a position on the line of scrimmage at a suitable distance in from the sideline on the same side of the field as the distance chain and Downsbox.
"What specific type of blocking is the Down Judge primarily responsible for covering at the snap?

<i>Rule 2 | Section 7: Down Judge (DJ) | Article 1</i>",The Down Judge shall be primarily responsible to cover crack-back blocking by players positioned on their side of the field when the ball is snapped.
"What actions related to passes and kicks is the Down Judge responsible for, when appropriate?

<i>Rule 2 | Section 7: Down Judge (DJ) | Article 2</i>","The Down Judge shall, when appropriate: a) Cover passes down his/her side of the field. b) Cover kicks down his/her side of the field."
"What are the Down Judge's responsibilities regarding substitutions?

<i>Rule 2 | Section 7: Down Judge (DJ) | Article 3</i>","The Down Judge shall: a) Systematically check his/her sideline for substitutes, and ensure legality of substitution procedures."
"When does the Down Judge notify the Referee about remaining time in each half and period?

<i>Rule 2 | Section 7: Down Judge (DJ) | Article 3</i>","The Down Judge shall: b) Notify the Referee when 3 minutes remain in each half, after being so notified by the timekeeper. c) Notify the Referee when 1 minute remains in each period, after being so notified by the timekeeper."
"Who supervises the placement of the distance chain and Downsbox, and under whose direction?

<i>Rule 2 | Section 7: Down Judge (DJ) | Article 4</i>","The Down Judge shall: a) Supervise the Yardstick officials and the Dowbox official in the placement of the distance chain and Downsbox, under the direction of the Referee."
"What is the Down Judge's role in keeping track of downs?

<i>Rule 2 | Section 7: Down Judge (DJ) | Article 4</i>",The Down Judge shall: b) Keep an accurate count of the downs to assist the Referee.
"What is the Down Judge's responsibility for the distance chain at the end of the 1st and 3rd periods?

<i>Rule 2 | Section 7: Down Judge (DJ) | Article 4</i>","The Down Judge shall: c) Be responsible for changing the position of the distance chain at the end of the 1st and 3rd periods to the identical spot, at the opposite end of the field, corresponding to the point at which play ended in that period."
"During a measurement, what is the Down Judge's specific task related to the distance chain?

<i>Rule 2 | Section 7: Down Judge (DJ) | Article 4</i>","The Down Judge shall: d) When a measure is required by the Referee, mark on the chain the spot corresponding to the far side of the cross stripe which is farthest from the ball within the span of the distance chain, and have the Yardstick Official bring the distance chain to the Referee."
"What must the Down Judge do regarding penalties and distances?

<i>Rule 2 | Section 7: Down Judge (DJ) | Article 4</i>",The Down Judge shall: e) Check distance applied on penalties.
"What are the responsibilities of the Line Judge?

<i>Rule 2 | Section 8: Line Judge (LJ) | Article 1</i>","The duties of the Line Judge shall be identical to those of the Down Judge covered in Section 7, Articles 1 to 3 inclusive, only."
"Where is the Side Judge typically positioned on the field?

<i>Rule 2 | Section 9: Side Judge (SJ) | Article 1</i>",On or near the sideline approximately eighteen to twenty yards in advance of the line of scrimmage.
"Which official does the Side Judge work the same side of the field as?

<i>Rule 2 | Section 9: Side Judge (SJ) | Article 1</i>",The Down Judge.
"Under whose direction do the Downbox and Yardstick Officials act?

<i>Rule 2 | Section 10: Downbox and Yardstick Officials | Article 1</i>",They shall act under the direction of the Down Judge.
"Where must the Downsbox and distance chain be positioned?

<i>Rule 2 | Section 10: Downbox and Yardstick Officials | Article 1</i>",The Downsbox and distance chain shall be positioned out of bounds.
"What is the responsibility of the Downbox Official regarding the Downsbox?

<i>Rule 2 | Section 10: Downbox and Yardstick Officials | Article 2</i>","The Downbox Official shall place the Downsbox at the point where the ball is to be scrimmaged, and indicate the number of each down on the Downsbox."
"Who directs the placement of the distance chain by the Yardstick Officials?

<i>Rule 2 | Section 10: Downbox and Yardstick Officials | Article 3</i>",The two Yardstick Officials shall place the distance chain as directed by the Down Judge.
"When a 3rd Yardstick Official is used, what is the purpose of their marker rod?

<i>Rule 2 | Section 10: Downbox and Yardstick Officials | Article 4</i>","If a 3rd Yardstick Official is used to hold a single marker rod on the sideline opposite the 10 yard (10 metre) objective line, this marker will not be used to determine whether a first down has been gained."
"Under whose direction may penalties be recorded by a 3rd Yardstick Official?

<i>Rule 2 | Section 10: Downbox and Yardstick Officials | Article 4</i>","Under the direction of the Referee, penalties may be recorded by a 3rd Yardstick Official."
"What information must the Scorer be provided with prior to the game?

<i>Rule 2 | Section 11: Timekeeper and Scorer | Article 1</i>","The Scorer shall be provided with a complete list of the eligible competing players, including names and correct numbers."
"Who must the scoresheet be presented to for signature after the game?

<i>Rule 2 | Section 11: Timekeeper and Scorer | Article 1</i>",The scoresheet must be presented to the Referee after the game for signature.
"How many timing devices should be used if two timekeepers are appointed?

<i>Rule 2 | Section 11: Timekeeper and Scorer | Article 2</i>","If 2 timekeepers are appointed, they shall use one timing device."
"Who operates the timing device when two timekeepers are appointed?

<i>Rule 2 | Section 11: Timekeeper and Scorer | Article 2</i>","When two timekeepers are appointed, one of them shall operate the timing device solely."
"Who settles disagreements between timekeepers?

<i>Rule 2 | Section 11: Timekeeper and Scorer | Article 2</i>","In the event of disagreement between timekeepers, the Referee shall be called immediately to settle any dispute or make any necessary adjustment."
"When does the Timekeeper notify the Down Judge or Line Judge about remaining time?

<i>Rule 2 | Section 11: Timekeeper and Scorer | Article 3</i>","The Timekeeper shall notify the Down Judge or the Line Judge when 3 minutes remain in the 2nd and 4th periods, and when 1 minute remains in each period."
"What action does the Timekeeper take at the commencement of the last minute of play in each period?

<i>Rule 2 | Section 11: Timekeeper and Scorer | Article 4</i>","At the commencement of the last minute of play, the Timekeeper will raise the flag and continue to keep it raised until the watch registers full time for the period."
"What happens if the ball becomes dead during the last minute of play and the Timekeeper's flag is still raised?

<i>Rule 2 | Section 11: Timekeeper and Scorer | Article 4</i>","If the ball becomes dead on any play and the flag is still raised, the ball will again be put into play."
"Under what condition is a period declared over by the Referee during the last minute of play?

<i>Rule 2 | Section 11: Timekeeper and Scorer | Article 4</i>","If the flag has been lowered since the last time the ball was put into play, the period will be over, and so declared by the Referee, subject to fouls committed during the last play."
"How many points are awarded for a Touchdown?

<i>Rule 3 | Scoring | Table of Scores</i>",6 Points
"What is the point value of a Rouge?

<i>Rule 3 | Scoring | Table of Scores</i>",1 Point
"How many points does a Field Goal award?

<i>Rule 3 | Scoring | Table of Scores</i>",3 Points
"What are the possible point values for a Convert?

<i>Rule 3 | Scoring | Table of Scores</i>",1 or 2 Points
"How many points is a Safety Touch worth?

<i>Rule 3 | Scoring | Table of Scores</i>",2 Points
"Which team is declared the winner?

<i>Rule 3 | Scoring | Table of Scores</i>",The team scoring the majority of the points.
"Under what conditions is a touchdown scored when the ball is in the opponent's end zone?

<i>Rule 3 | Section 2 – Definitions | Article: Touchdown</i>","A touchdown is scored when the ball is in the opponent’s end zone in possession of a player, or when a forward pass is legally completed in the opponent’s end zone."
"When is a touchdown scored in relation to the goal line?

<i>Rule 3 | Section 2 – Definitions | Article: Touchdown</i>","A touchdown is scored when the ball in the possession of a player crosses or touches the goal line, or the plane of the goal line, even in the air."
"What are the options for the team scored against after a touchdown?

<i>Rule 3 | Section 2 – Definitions | Article: Touchdown</i>","After a touchdown, the team scored against may elect to have the play put into play by kicking off from its own 45 yard (40 metre) line or by requiring the scoring team to kick off from its 45 yard (40 metre) line."
"How is a field goal scored by a drop or place kick?

<i>Rule 3 | Section 2 – Definitions | Article: Field Goal</i>","A field goal is scored by a drop or place kick (except on a kick off) when the ball, after being kicked and without again touching the ground, goes over the crossbar and between the goal posts (or goal posts produced) of the opponent’s goal, regardless of whether it touches the goal post assembly."
"What happens if the ball touches a player after being kicked but still goes over the crossbar and between the goal posts?

<i>Rule 3 | Section 2 – Definitions | Article: Field Goal</i>","If, after being kicked, the ball touches, or is touched by any player before it crosses the line of scrimmage; or touches or is touched by a B player after it crosses the line of scrimmage; and the ball continues forward in the air over the cross bar between the goal posts, the field goal shall score."
"What are the options for the team scored against after a field goal?

<i>Rule 3 | Section 2 – Definitions | Article: Field Goal</i>","After a field goal, the team scored against may elect to have the ball put into play by scrimmaging the ball at its own 35 yard (30 Metre) line, by kicking off from its own 35 yard (30 metre) line, or by requiring the scoring team to kick off from its 45 yard (40 metre) line."
"When is a safety touch scored?

<i>Rule 3 | Section 2 – Definitions | Article: Safety Touch</i>","A safety touch is scored when the ball becomes dead in possession of a team in its own end zone, or goes out of bounds in the end zone, as a result of the ball having been carried, kicked, fumbled or otherwise directed from the field of play into the end zone by the team scored against, or as a DIRECT result of a kick being blocked in the field of play."
"What happens if a player intercepts a forward pass in the field of play and their momentum carries them into their own end zone?

<i>Rule 3 | Section 2 – Definitions | Article: Safety Touch</i>","If a player intercepts a forward pass in the field of play while moving toward the player’s goal line, and in the judgment of the official, the momentum carries the player into the player’s end zone, possession is deemed to have been gained in the end zone, resulting in a safety touch."
"What is the consequence for the scoring team after a safety touch?

<i>Rule 3 | Section 2 – Definitions | Article: Safety Touch</i>","After a safety touch, the scoring team will scrimmage the ball from its own 35-yard (30 metre) line."
"When is a rouge (single point) scored?

<i>Rule 3 | Section 2 – Definitions | Article: Rouge or Single Point</i>","A rouge is scored when the ball becomes dead in possession of a team in its own end zone, or goes out of bounds in its end zone, as a result of the ball having been kicked into the end zone by an opponent."
"Under what condition is possession deemed to have been gained in the end zone for a kicked ball leading to a rouge?

<i>Rule 3 | Section 2 – Definitions | Article: Rouge or Single Point</i>","If a player catches a kicked ball in the field of play while moving toward their goal line, and in the judgment of the official, this momentum carries them into their team’s end zone, possession is deemed to have been gained in the end zone."
"What happens if a kick-off is kicked directly out of bounds in flight in the end zone?

<i>Rule 3 | Section 2 – Definitions | Article: Rouge or Single Point</i>","If a kick-off is kicked directly out of bounds, in flight in the end zone, no point will be awarded, and the ball will be scrimmaged by the receiving team – 1D at their own 20 yard (20 metre) line, at any point on or between the hash marks."
"What are the options for the team scored against after a rouge resulting from an unsuccessful field goal attempt?

<i>Rule 3 | Section 2 – Definitions | Article: Rouge or Single Point</i>","If a rouge was scored as a result of an unsuccessful field goal attempt, the team scored against may choose to scrimmage at any point on or between the hash marks on their own 35 yard (30 metre) line, or at any point on or between the hash marks at the previous line of scrimmage."
"How many points are awarded for a field goal attempt on a convert?

<i>Rule 3 | Section 2 – Definitions | Article: Convert</i>",One (1) point is awarded for kicking a field goal on a convert attempt.
"How many points are awarded for scoring a touchdown on a convert attempt?

<i>Rule 3 | Section 2 – Definitions | Article: Convert</i>",Two (2) points are awarded for scoring a touchdown on a convert attempt.
"What types of kicks are prohibited during a convert attempt?

<i>Rule 3 | Section 2 – Definitions | Article: Convert</i>",A punt or onside kick is prohibited during a convert attempt.
"What is the penalty for an illegal interference on a forward pass by Team B during a convert attempt?

<i>Rule 3 | Section 2 – Definitions | Article: Convert</i>","For an illegal interference on a forward pass by Team B, Team A shall repeat the convert attempt at the Team B 1 yard (1 metre) line, or 15 yards in advance of the PLS whichever is closer to Team A goal line, or repeat the convert at the PLS and apply the penalty (L15) on the kick off."
"What defines the line of scrimmage?

<i>Rule 4 | Section: SCRIMMAGE | Article 1</i>","The line of scrimmage is an imaginary line, extending from sideline to sideline, parallel to the goal line and passing through the point of the ball farthest from Team A


s goal line."
"What are the dimensions of the neutral zone?

<i>Rule 4 | Section: SCRIMMAGE | Article 2</i>","The neutral zone is the area from the line of scrimmage to 1 yard (1 metre) in advance of the line of scrimmage, extending from sideline to sideline."
"How is the close line play area defined?

<i>Rule 4 | Section: SCRIMMAGE | Article 3</i>","The close line play area is defined as the area bounded by the outer shoulder of the offensive tight ends or positions ordinarily occupied by the tight end, within 2 yards either side of the line of scrimmage (Total 4 yards 


4 metres)."
"What criteria define line players of Team A?

<i>Rule 4 | Section: SCRIMMAGE | Article 4</i>",Line players of team A are those players whose head and shoulders are within 1 yard (1 metre) and on their own side of the line of scrimmage and are formed in a single line when the ball is snapped.
"Who are considered eligible receivers among Team A line players?

<i>Rule 4 | Section: SCRIMMAGE | Article 4</i>","Line players include the 5 ineligible receivers and the two eligible receivers, one at each end."
"Under what conditions can a Team A player in the backfield be considered an eligible receiver?

<i>Rule 4 | Section: SCRIMMAGE | Article 4</i>","Any Team A player(s) in the backfield, while moving forward, anywhere between the eligible end(s) and tackle(s), shall also be considered eligible receiver(s) as long as they remain onside at the time the ball is snapped. This will include the player occupying the position of quarterback."
"What is the penalty for a Team A player being in a doubtful position regarding the line of scrimmage at the snap?

<i>Rule 4 | Section: SCRIMMAGE | Article 4</i>","Penalty: 1.2D 


L5 DR; 3D DG 


L5 DR; DNG 


LB PBD."
"When a Rule 4 violation occurs before the snap, what action can officials take?

<i>Rule 4 | Section: SCRIMMAGE | Article 5</i>","Where a violation under Rule 4 occurs prior to the snap of the ball, the officials are empowered to stop the play immediately."
"What happens to the down if a Rule 4 pre-snap violation occurs and the penalty distance is declined?

<i>Rule 4 | Section: SCRIMMAGE | Article 5</i>","The down will be repeated, without option, at the appropriate point, after the acceptance or declination of the penalty distance."
"What defines the blocking below the waist zone?

<i>Rule 4 | Section: SCRIMMAGE | Article 6</i>","The blocking below the waist zone is defined as an area bounded by the outer shoulder of the offensive tight ends or the positions ordinarily occupied by the tight end, within 2 yards of the defensive side of the line of scrimmage extending back to the initial position of the quarterback, running back (in normal position) or kicker."
"What is the primary action a Team A centre must perform to put the ball in play on a scrimmage play?

<i>Rule 4 | Section 2 | Article 1</i>","The centre of Team A shall put the ball in play by ""snapping"" it between the legs in one continuous motion in the direction from toe to heel."
"After the ball is snapped, when can the centre handle the ball again?

<i>Rule 4 | Section 2 | Article 1</i>",The ball must leave the center’s hand or hands and the centre shall not handle it again until it has been in possession of another player.
"Under what conditions can a player who is not officially the centre be considered the centre for the purpose of snapping the ball?

<i>Rule 4 | Section 2 | Article 1</i>","Any player who takes a position over the ball, with one or both hands on the ball, shall snap the ball, and be considered as the centre."
"What is the penalty for a centre intentionally moving the ball as if to snap it to draw opponents offside?

<i>Rule 4 | Section 2 | Article 1</i>","The penalty is 1.2D-L5 DR, 3D DG-L5 DR, 3D DNG-LB PBD."
"What types of actions by either team are considered misleading tactics designed to draw an opponent offside?

<i>Rule 4 | Section 2 | Article 2</i>","No player of either team shall make a motion obviously designed to draw an opponent offside. No player of either team shall voice a signal which, in the opinion of the official, draws an opponent offside."
