front,back
"What is the penalty for having an excess number of players on the field, and who is responsible for fielding the correct number?

<i>Rule 1 – Conduct of the Game | Section 12: Players and Substitutes | Article 3 – Excess Number of Players</i>","Penalty: Team A 1.2D – L10 DR, 3D DG – L10 DR, 3D DNG – LB, PBD. Team B L10. Note: Coaches, not officials, are responsible for fielding the correct number of players."
"Who are the only persons legally allowed to occupy positions on the sidelines during the game?

<i>Rule 1 – Conduct of the Game | Section 13: Non Players | Article 1 – Sideline Privileges & Restrictions</i>","Field officials, the Downbox Official, the Yardstick Officials, the Time Keeper, and the Scorer."
"What are the location limits and enclosure requirements for a team bench area relative to the sideline?

<i>Rule 1 – Conduct of the Game | Section 13: Non Players | Article 1 – Sideline Privileges & Restrictions</i>","The bench area must be a minimum of 5 yards (5 metres) and a maximum of 10 yards (10 metres) from the sideline. It must be enclosed by a line 4 inches (10 cm) wide located at least 2 yards (2 metres) minimum and 5 yards (5 metres) optimum from the sideline, and a line at each end of the bench 5 yards (5 metres) from the end. (See Field Drawing.)"
"What happens if a person occupies the sideline/bench area illegally (not staying within the enclosed area when play is in progress), and what is the penalty?

<i>Rule 1 – Conduct of the Game | Section 13: Non Players | Article 1 – Sideline Privileges & Restrictions</i>","Bench occupants must remain within the enclosed area except during legal substitution proceedings or by express permission of the Referee to keep the sideline clear. Penalty: L10, no option, from point where the ball would have been put in play if no foul had occurred."
"When is a sideline conference between coaches and players of each team legal?

<i>Rule 1 – Conduct of the Game | Section 13: Non Players | Article 2 – Time-Out Conferences</i>","It is legal during an official time out, and also whenever the clock is stopped and a significant time delay occurs (e.g., a measurement, injury, TV commercial, etc.)."
"What is prohibited for an unauthorized person during play?

<i>Rule 1 – Conduct of the Game | Section 13: Non Players | Article 3 – Interference by Unauthorized Persons</i>",An unauthorized person shall not enter or reach into the field while play is in progress and/or interfere with a player of either team or with a loose ball.
"If an unauthorized person interferes acting to the advantage of the team in possession, what are the possible outcomes/penalties?

<i>Rule 1 – Conduct of the Game | Section 13: Non Players | Article 3 – Interference by Unauthorized Persons</i>","Penalty: If it is obvious to the Referee that a score (such as a rouge or safety touch) would have been made, then the score will be awarded. If not, L10 PBH."
"If an unauthorized person interferes acting to the advantage of the team not in possession, what determines whether a touchdown is awarded or what other enforcement occurs?

<i>Rule 1 – Conduct of the Game | Section 13: Non Players | Article 3 – Interference by Unauthorized Persons</i>","Penalty: If it is obvious to the Referee that a touchdown would have been scored, or if the unauthorized person is a substitute/coach/trainer/other occupant of the team bench, a touchdown shall be awarded. If not, the non-offending team is awarded: (1) Half the distance to the goal line from PLS or PBD. (2) For illegal interference on a forward pass: if the infraction is on the field of play—half the distance to the goal line from PF; if in the end zone—against Team A, the ball at the 1 yard (1 metre) line (unless a touchdown is awarded); against Team B, the ball at the 20 yard (20 metre) line. (3) 3 downs, regardless of time remaining in the period (with stated exceptions)."
"What is the penalty if an unauthorized person touches or kicks a loose ball and would have prevented a score?

<i>Rule 1 – Conduct of the Game | Section 13: Non Players | Article 3 – Interference by Unauthorized Persons</i>","Penalty: If it is obvious to the Referee that a score would have been made, the score will be awarded. If the person is a substitute/coach/trainer/other bench occupant, the team is penalized half the distance to their goal line from PF. If the non-offending team was previously in possession or was normally expecting to gain possession by receiving a scrimmage kick, the ball is awarded and 3 additional downs are given regardless of time remaining (with stated exceptions). If not associated as described, the play is repeated at PLS, subject to team penalties applied at PLS."
"What is the consequence if the unauthorized person is a substitute, coach, trainer, or other occupant of the team bench?

<i>Rule 1 – Conduct of the Game | Section 13: Non Players | Article 3 – Interference by Unauthorized Persons</i>",Penalty: Disqualification from further participation in any capacity.
"During a stoppage for injury, what may team personnel do once the Referee permits them to enter the field?

<i>Rule 1 – Conduct of the Game | Section 13: Non Players | Article 5 – Injuries</i>","With the Referee’s permission, personnel may enter the field to attend to the injured player or bring water to the players on the field. They may not undertake any coaching activities while on the field."
"How long must a player leave the game after being stopped for injury or for equipment repair?

<i>Rule 1 – Conduct of the Game | Section 13: Non Players | Article 5 – Injuries</i>","When play is stopped for a player injury, that player must leave the game for at least three plays; for equipment repair, the player must leave for at least one play."
